Title,Year,Summary,Short Summary,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast,Genres
The Red Turtle,2016,"Surrounded by the immense and furious ocean, a shipwrecked mariner battles all alone for his life with the relentless towering waves. Right on the brink of his demise, the man set adrift by the raging tempest washes ashore on a small and deserted tropical island of sandy beaches, timid animal inhabitants and a slender but graceful swaying bamboo forest. Alone, famished, yet, determined to break free from his Eden-like prison, after foraging for food and fresh water and encouraged by the dense forest, the stranded sailor builds a raft and sets off to the wide sea, however, an indistinguishable adversary prevents him from escaping. Each day, the exhausted man never giving up hope will attempt to make a new, more improved raft, but the sea is vast with wonderful and mysterious creatures and the island's only red turtle won't let the weary survivor escape that easily. Is this the heartless enemy?","A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.",tt3666024,80,Sw7BggqBpTk,7.5,https://m.media-amazon.com/images/M/MV5BNGZlYzFhNmYtMmJhMS00YTk5LWI3MDAtZmZhZTM0YzFlYjAxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Michael Dudok de Wit,Michael Dudok de Wit,Emmanuel Garijo|Tom Hudson,Biography|Drama|Fantasy
Tragedy Girls,2017,"A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.","A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.",tt3859272,98,8_APkCw-Dx8,6.0,https://m.media-amazon.com/images/M/MV5BNGYzZGZlYmUtYjRkNy00MmJiLWI5YjktYWQ3NmQ0MWQ3M2I5XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_.jpg,Tyler MacIntyre,Chris Lee Hill,Alexandra Shipp|Brianna Hildebrand,Comedy|Horror
Columbus,2017,"A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.","A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.",tt5990474,0,r3dcnV6Z9Zs,7.3,https://m.media-amazon.com/images/M/MV5BNWJiNzBlNjAtYjgwOC00YjZmLWI0YzItNTI1MzY4NmE4ZGI1XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,Kogonada,Kogonada,Haley Lu Richardson|John Cho|Parker Posey,Drama
Call Me by Your Name,2017,"CALL ME BY YOUR NAME, the new film by Luca Guadagnino, is a sensual and transcendent tale of first love, based on the acclaimed novel by André Aciman. It's the summer of 1983 in the north of Italy, and Elio Perlman (Timothée Chalamet), a precocious 17-year-old young man, spends his days in his family's 17th century villa transcribing and playing classical music, reading, and flirting with his friend Marzia (Esther Garrel). Elio enjoys a close relationship with his father (Michael Stuhlbarg), an eminent professor specializing in Greco-Roman culture, and his mother Annella (Amira Casar), a translator, who favor him with the fruits of high culture in a setting that overflows with natural delights. While Elio's sophistication and intellectual gifts suggest he is already a fully-fledged adult, there is much that yet remains innocent and unformed about him, particularly about matters of the heart. One day, Oliver (Armie Hammer), a 24-year-old American college graduate student working on his...","In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",tt5726616,132,5rgO_TyyOoU,8.0,https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_.jpg,Luca Guadagnino,James Ivory,Armie Hammer|Michael Stuhlbarg|Timothée Chalamet,Drama|Romance
Mountain,2017,An experience about the highest peaks around the world.,An experience about the highest peaks around the world.,tt6203570,0,lxtWMOAHoiI,7.3,https://m.media-amazon.com/images/M/MV5BNWZjZWYxYWMtNmU3ZC00YzEyLTljYjYtZGZlZjdiODhkYmI5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Jennifer Peedom,Robert Macfarlane,Willem Dafoe,Documentary
Your Name,2016,Mitsuha is the daughter of the mayor of a small mountain town. She's a straightforward high school girl who lives with her sister and her grandmother and has no qualms about letting it be known that she's uninterested in Shinto rituals or helping her father's electoral campaign. Instead she dreams of leaving the boring town and trying her luck in Tokyo. Taki is a high school boy in Tokyo who works part-time in an Italian restaurant and aspires to become an architect or an artist. Every night he has a strange dream where he becomes...a high school girl in a small mountain town.,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",tt5311514,106,VgixlvX28-g,8.4,https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_.jpg,Makoto Shinkai,Makoto Shinkai,Mone Kamishiraishi|Ryûnosuke Kamiki,Action|Drama
Dawson City: Frozen Time,2016,"Dawson City: Frozen Time, pieces together the bizarre true history of a collection of some 500 films dating from 1910s - 1920s, which were lost for over 50 years until being discovered buried in a sub-arctic swimming pool deep in the Yukon Territory, in Dawson City, located about 350 miles south of the Arctic Circle. Using these permafrost protected, rare silent films and newsreels, archival footage, interviews and historical photographs to tell the story, and accompanied by an enigmatic score by Sigur Rós collaborator and composer Alex Somers (Captain Fantastic), Dawson City: Frozen Time depicts a unique history of a Canadian gold rush town by chronicling the life cycle of a singular film collection through its exile, burial, rediscovery, and salvation - and through that collection, how a First Nation hunting camp was transformed and displaced.","The history of Dawson City, the gold rush town that had a historical treasure of forgotten silent films buried in permafrost for decades until 1978.",tt5215486,120,oEbHM8Vsvlo,7.6,https://m.media-amazon.com/images/M/MV5BNGQyMjY2YzUtY2EzYi00MjA3LTkyMjEtZjA3ZGNjNDcxNWYwXkEyXkFqcGdeQXVyMTEwMzQzODU@._V1_.jpg,Bill Morrison,Bill Morrison,Kathy Jones-Gates|Michael Gates|Sam Kula,Documentary|History
Good Time,2017,"Motivated by an almost ferocious love for his intellectually disabled brother, Nick, and an explosive mix of desperation and thirst for a better life, the abrasive and fledgeling criminal, Connie, involves his sibling in an ill-conceived bank robbery that swears to be a quick and easy job. Instead, things go utterly wrong, and Nick will wind up in Rikers Island after one unanticipated complication, forcing the desperate but determined Connie to embark on a nightmarish, no-holds-barred quest to bail Nick out. Inevitably, over the course of a long and violent night, Connie will go to great lengths to save Nick from a cruel fate, doomed, however, to do more harm than good. Is it all heading somewhere?","After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through the city's underworld in an increasingly desperate-and dangerous-attempt to get his brother Nick out of jail.",tt4846232,101,nrR-SbCRgCU,7.3,https://m.media-amazon.com/images/M/MV5BNGQ3Y2VjNmUtMDdiMC00YTE1LWI5NmUtZDIzMTJmODQyNDU4XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_.jpg,Benny Safdie,Ronald Bronstein,Benny Safdie|Jennifer Jason Leigh|Robert Pattinson,Crime|Drama|Thriller
Menashe,2017,"Menashe, a widower, lives and works within the Hasidic community of Borough Park, Brooklyn. Since his wife passed away a year before, he has been trying hard to regain custody of his nine-year-old son, Rieven. But the rabbi (and all the community behind him) will not hear of it unless he re-marries, which Menashe does not want, his first marriage having been very unhappy. Father and son get on well together, but can Menashe take care of Rieven properly? Not really for all his goodwill as he holds down a low-paid job as a grocery clerk that consumes too much of his efforts and energy. Always late, always in a hurry, he endeavors to improve himself though. But will his efforts be enough to convince the rabbi that he can be a good father without a wife at home?","Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.",tt6333086,82,83UoZcdX__Y,6.5,https://m.media-amazon.com/images/M/MV5BZjQxYTc1MGEtNzhhOS00YWJmLWJlOWUtZWJlZjA5Yzk4NDA0XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_.jpg,Joshua Z Weinstein,Alex Lipschultz,Menashe Lustig|Yoel Falkowitz,Romance
Newness,2017,"In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.","In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",tt6408226,112,EtBhKTuPjEk,6.4,https://m.media-amazon.com/images/M/MV5BMzExZTFiM2EtN2QyYS00YWZiLWFlOTMtZGYzMWI4MTNkZGYzXkEyXkFqcGdeQXVyNzk3NjQ1MTc@._V1_.jpg,Drake Doremus,Ben York Jones,Danny Huston|Laia Costa|Nicholas Hoult,Drama|Romance
Kedi,2016,"In the city of Istanbul, there are more than just human inhabitants. There are also the stray domestic cats of the city who live free but have complicated relationships with the people themselves. This film follows a selection of individual cats as they live their own lives in Istanbul with their own distinctive personalities. However, with this vibrant population, is the reality of an ancient metropolis changing with the times that may have less of a place for them.","A profile of an ancient city and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.",tt4420704,79,lKq7UqplcL8,7.7,https://m.media-amazon.com/images/M/MV5BMjEwNTM2NDE0Nl5BMl5BanBnXkFtZTgwMzMzNTc4MDI@._V1_.jpg,Ceyda Torun,Bengu,Duman,Documentary
"Three Billboards Outside Ebbing, Missouri",2017,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award nominee Martin McDonagh (In Bruges). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Academy Award winner Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,tt5027774,115,Jit3YhGx5pU,8.2,https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_.jpg,Martin McDonagh,Martin McDonagh,Frances McDormand|Sam Rockwell|Woody Harrelson,Drama
Jagga Jasoos,2017,"Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.","Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.",tt4129428,161,YheC-4Qgoro,6.5,https://m.media-amazon.com/images/M/MV5BMTkyMzc1MTQxNl5BMl5BanBnXkFtZTgwMDIzNzM3MjI@._V1_.jpg,Anurag Basu,Anurag Basu,Katrina Kaif|Ranbir Kapoor,Action
Mudbound,2017,"In the aftermath of WWII, somewhere in the muddy Mississippi Delta, two families--one black, the Jacksons, and the other white, the McAllans--are forced to share the same patch of land, keeping a frail race-based peace with each other. However, as they both struggle with hardship and dire poverty, the long-awaited return of two war veterans--Ronsel, the Jacksons' eldest son, and Jamie, Henry McAllan's younger brother--will unexpectedly nurture a budding friendship that transcends prejudice and race. But, in the end, against a backdrop of fevered Mississippi sunsets and vitriolic racism, life can be hard when the law of the land is still segregation and hatred. And then, no one can be safe.","Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.",tt2396589,134,xucHiOAa8Rs,7.5,https://m.media-amazon.com/images/M/MV5BZTg3YTEzNjYtZTY2NS00YjNmLTlhNjUtZTI2M2E5NDI4M2NjXkEyXkFqcGdeQXVyMzI3MDEzMzM@._V1_.jpg,Dee Rees,Virgil Williams,Carey Mulligan|Jonathan Banks,Action|Drama
Final Portrait,2017,"In 1964, while on a short trip to Paris, the American writer and art-lover James Lord (Armie Hammer) is asked by his friend, the world-renowned artist Alberto Giacometti (Geoffrey Rush), to sit for a portrait. The process, Giacometti assures Lord, will take only a few days. Flattered and intrigued, Lord agrees. So begins not only the story of an offbeat friendship, but, seen through the eyes of Lord, an insight into the beauty, frustration, profundity and, at times, downright chaos of the artistic process. FINAL PORTRAIT is a portrait of a genius, and of a friendship between two men who are utterly different, yet increasingly bonded through a single, ever-evolving act of creativity. It is a film which shines a light on the artistic process itself, by turns exhilarating, exasperating and bewildering, questioning whether the gift of a great artist is a blessing or a curse.",The story of Swiss painter and sculptor Alberto Giacometti.,tt4494718,90,PWkS1gO3aNI,6.3,https://m.media-amazon.com/images/M/MV5BMjM0Nzk3NDE5OF5BMl5BanBnXkFtZTgwNjQyODA5NDM@._V1_.jpg,Stanley Tucci,James Lord,Armie Hammer|Geoffrey Rush|Tony Shalhoub,Biography|Comedy|Drama
The Lord of the Rings: The Two Towers,2002,"The continuing quest of Frodo and the Fellowship to destroy the One Ring. Frodo and Sam discover they are being followed by the mysterious Gollum. Aragorn, the Elf archer Legolas and Gimli the Dwarf encounter the besieged Rohan kingdom, whose once great King Theoden has fallen under Saruman's deadly spell.","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",tt0167261,179,cvCktPUwkW0,8.7,https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,Peter Jackson,J.R.R. Tolkien,Elijah Wood|Ian McKellen,Adventure|Drama|Fantasy
The Lord of the Rings: The Return of the King,2003,"The final confrontation between the forces of good and evil fighting for control of the future of Middle-earth. Hobbits: Frodo and Sam reach Mordor in their quest to destroy the ""one ring"", while Aragorn leads the forces of good against Sauron's evil army at the stone city of Minas Tirith.",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,tt0167260,201,r5X-hFf6Bwo,8.9,https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Peter Jackson,J.R.R. Tolkien,Elijah Wood|Viggo Mortensen,Adventure|Drama|Fantasy
The Lord of the Rings: The Fellowship of the Ring,2001,"An ancient Ring thought lost for centuries has been found, and through a strange twist in fate has been given to a small Hobbit named Frodo. When Gandalf discovers the Ring is in fact the One Ring of the Dark Lord Sauron, Frodo must make an epic quest to the Cracks of Doom in order to destroy it! However he does not go alone. He is joined by Gandalf, Legolas the elf, Gimli the Dwarf, Aragorn, Boromir and his three Hobbit friends Merry, Pippin and Samwise. Through mountains, snow, darkness, forests, rivers and plains, facing evil and danger at every corner the Fellowship of the Ring must go. Their quest to destroy the One Ring is the only hope for the end of the Dark Lords reign!",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,tt0120737,178,V75dMMIW2B4,8.8,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Peter Jackson,J.R.R. Tolkien,Elijah Wood|Ian McKellen,Adventure|Drama|Fantasy
